orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,tax,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment,surcharge
229,91,1,5,27,16396.46,0.04,0,R,O,3/28/1997,7/26/1993,11/4/1997,TAKE BACK RETURN,RAIL,line comment 2657,100.99
119,85,10,6,26,63735.86,0.04,0.06,N,F,2/26/1998,5/1/1994,5/5/1994,TAKE BACK RETURN,REG AIR,line comment 2658,100.99
1382,52,2,7,37,67469.67,0.1,0.06,A,F,10/31/1997,8/17/1997,12/21/1997,DELIVER IN PERSON,FOB,line comment 2659,100.99
556,158,7,1,40,41192.58,0,0.08,N,O,3/5/1998,9/5/1994,9/26/1998,COLLECT COD,RAIL,line comment 2660,100.99
637,183,8,2,33,70564.75,0.1,0.08,R,O,10/19/1998,11/15/1995,6/7/1995,TAKE BACK RETURN,SHIP,line comment 2661,100.99
363,115,5,3,40,42860.02,0.08,0.08,A,O,10/31/1997,8/18/1995,2/20/1993,DELIVER IN PERSON,FOB,line comment 2662,100.99
682,152,6,4,46,46710.56,0.06,0.04,N,O,6/23/1998,3/8/1995,6/5/1995,TAKE BACK RETURN,TRUCK,line comment 2663,100.99
783,115,9,5,10,76525.96,0.01,0,N,F,9/3/1996,3/14/1993,10/15/1994,COLLECT COD,SHIP,line comment 2664,100.99
1313,62,8,6,49,87497.13,0.05,0.08,N,F,5/3/1994,8/28/1996,8/18/1993,NONE,REG AIR,line comment 2665,100.99
1168,105,4,7,41,18346.12,0.04,0,R,O,3/11/1997,7/2/1995,4/29/1994,DELIVER IN PERSON,SHIP,line comment 2666,100.99
1189,6,1,1,7,54242,0.01,0.02,R,F,4/11/1997,7/17/1993,5/29/1996,TAKE BACK RETURN,REG AIR,line comment 2667,100.99
1398,140,2,2,20,30181.97,0.05,0,R,O,11/22/1996,7/2/1995,11/11/1995,COLLECT COD,TRUCK,line comment 2668,100.99
889,137,10,3,36,59650.1,0.01,0,N,O,10/20/1994,8/13/1998,10/11/1997,DELIVER IN PERSON,REG AIR,line comment 2669,100.99
166,110,7,4,28,86935.31,0.01,0.04,A,F,6/16/1996,1/29/1994,2/26/1994,TAKE BACK RETURN,AIR,line comment 2670,100.99
839,121,1,5,30,72157.19,0.05,0.02,A,O,1/9/1993,11/3/1996,10/27/1998,NONE,FOB,line comment 2671,100.99
993,183,10,6,10,30047.59,0,0.04,A,F,5/19/1998,6/7/1998,12/25/1994,NONE,RAIL,line comment 2672,100.99
133,192,9,7,3,24880.68,0.04,0,R,O,2/6/1997,1/7/1998,11/24/1996,TAKE BACK RETURN,MAIL,line comment 2673,100.99
1298,120,7,1,50,16750.03,0.05,0.08,R,O,5/29/1996,1/13/1996,11/19/1996,COLLECT COD,MAIL,line comment 2674,100.99
280,104,4,2,24,8733.23,0,0,N,F,2/11/1993,7/3/1994,8/17/1994,TAKE BACK RETURN,AIR,line comment 2675,100.99
671,148,5,3,32,73460.14,0.1,0,A,O,12/18/1998,9/28/1997,9/5/1998,COLLECT COD,MAIL,line comment 2676,100.99
407,178,5,4,40,69439.88,0.06,0.04,R,O,12/18/1995,1/10/1994,9/15/1995,DELIVER IN PERSON,RAIL,line comment 2677,100.99
1233,71,2,5,8,33504.02,0.06,0.06,A,F,7/19/1997,2/25/1994,5/14/1995,NONE,SHIP,line comment 2678,100.99
29,130,4,6,16,17245.65,0.04,0.06,A,F,1/21/1997,9/20/1995,4/26/1994,TAKE BACK RETURN,SHIP,line comment 2679,100.99
571,61,5,7,11,85785.13,0.02,0.02,A,O,8/26/1994,1/29/1994,4/18/1995,NONE,AIR,line comment 2680,100.99
340,142,1,1,48,51109.68,0.08,0.04,R,O,11/26/1997,7/2/1995,3/12/1997,DELIVER IN PERSON,RAIL,line comment 2681,100.99
91,79,9,2,27,74719.06,0.06,0.04,N,F,11/14/1998,6/20/1993,5/4/1998,COLLECT COD,FOB,line comment 2682,100.99
369,148,4,3,25,20376.28,0.06,0.08,A,F,12/11/1997,4/6/1993,10/19/1997,COLLECT COD,REG AIR,line comment 2683,100.99
40,135,1,4,41,38483.01,0.1,0.02,R,F,4/8/1997,6/29/1994,7/11/1994,TAKE BACK RETURN,MAIL,line comment 2684,100.99
765,6,2,5,49,22007.66,0.01,0.06,N,F,2/28/1998,3/22/1995,7/10/1994,TAKE BACK RETURN,REG AIR,line comment 2685,100.99
585,114,8,6,2,103722.75,0.04,0.04,R,F,1/26/1994,9/18/1998,9/23/1997,COLLECT COD,REG AIR,line comment 2686,100.99
17,135,1,7,32,10238.45,0.1,0.08,A,F,4/20/1998,10/14/1995,9/4/1998,COLLECT COD,FOB,line comment 2687,100.99
1341,199,4,1,38,58206.23,0.01,0.02,A,F,9/7/1994,9/14/1996,1/30/1998,NONE,AIR,line comment 2688,100.99
591,86,2,2,13,79922.51,0.1,0.06,N,F,1/11/1996,4/20/1997,9/26/1994,COLLECT COD,MAIL,line comment 2689,100.99
526,174,5,3,1,57258.92,0.04,0.04,N,F,7/29/1997,5/15/1994,5/9/1995,DELIVER IN PERSON,TRUCK,line comment 2690,100.99
1168,152,4,4,5,59064.04,0.08,0,A,F,11/7/1997,10/24/1996,11/1/1993,DELIVER IN PERSON,TRUCK,line comment 2691,100.99
1263,37,2,5,43,89229.16,0.04,0.08,R,O,9/15/1994,10/16/1998,3/28/1997,DELIVER IN PERSON,SHIP,line comment 2692,100.99
118,63,7,6,45,20205.55,0.06,0.06,A,O,3/10/1994,2/21/1993,1/15/1997,TAKE BACK RETURN,FOB,line comment 2693,100.99
1284,9,10,7,22,68672.07,0.08,0.02,R,F,7/18/1996,10/28/1993,7/29/1994,COLLECT COD,SHIP,line comment 2694,100.99
1063,99,1,1,11,57827.46,0,0.08,A,O,10/9/1998,1/11/1994,1/15/1993,TAKE BACK RETURN,RAIL,line comment 2695,100.99
53,63,7,2,19,62897.08,0.02,0.02,A,O,6/28/1997,9/11/1998,9/28/1996,NONE,SHIP,line comment 2696,100.99
407,45,7,3,50,29201.09,0.1,0.02,A,F,4/8/1994,7/24/1998,9/3/1997,COLLECT COD,AIR,line comment 2697,100.99
1401,130,1,4,36,82198.27,0.04,0,R,O,11/7/1993,10/1/1998,5/1/1996,COLLECT COD,RAIL,line comment 2698,100.99
675,198,7,5,50,62421.94,0.1,0.08,A,F,6/23/1998,12/25/1994,4/26/1994,DELIVER IN PERSON,FOB,line comment 2699,100.99
572,119,3,6,49,100867.44,0.01,0.08,A,O,4/20/1998,7/25/1995,3/6/1994,DELIVER IN PERSON,MAIL,line comment 2700,100.99
16,56,1,7,25,38025.57,0.1,0.04,N,O,5/7/1997,3/14/1994,6/29/1994,DELIVER IN PERSON,TRUCK,line comment 2701,100.99
1441,63,3,1,34,12691.64,0,0.04,R,F,12/29/1994,11/25/1998,1/12/1994,DELIVER IN PERSON,FOB,line comment 2702,100.99
448,7,5,2,21,64478.01,0.02,0,N,F,8/25/1997,11/10/1996,6/18/1994,TAKE BACK RETURN,MAIL,line comment 2703,100.99
462,25,1,3,26,10205.28,0.01,0,N,O,11/10/1996,2/26/1998,1/11/1995,NONE,RAIL,line comment 2704,100.99
1113,167,1,4,15,42203.41,0.02,0.02,N,O,3/10/1995,1/13/1998,5/12/1993,COLLECT COD,RAIL,line comment 2705,100.99
11,20,5,5,37,68810.71,0.01,0.08,R,F,6/30/1996,12/4/1993,8/26/1995,TAKE BACK RETURN,RAIL,line comment 2706,100.99
1296,191,5,6,30,52439.2,0.1,0.02,R,O,5/29/1993,1/30/1993,11/13/1997,COLLECT COD,REG AIR,line comment 2707,100.99
424,93,1,7,44,93235.99,0.06,0.02,N,F,9/15/1995,2/7/1995,9/22/1997,COLLECT COD,SHIP,line comment 2708,100.99
994,63,1,1,5,4611.19,0.05,0.06,R,O,5/5/1994,10/16/1996,2/16/1994,COLLECT COD,MAIL,line comment 2709,100.99
113,151,3,2,43,13966.12,0.08,0.06,R,O,4/12/1995,5/11/1998,6/21/1996,DELIVER IN PERSON,REG AIR,line comment 2710,100.99
490,61,10,3,13,36065.54,0.08,0.06,N,O,10/14/1996,4/22/1997,7/12/1995,NONE,TRUCK,line comment 2711,100.99
1033,5,1,4,18,21773.75,0.01,0.08,N,F,8/4/1996,2/22/1994,5/25/1997,COLLECT COD,REG AIR,line comment 2712,100.99
882,133,4,5,25,51691.24,0,0,A,O,6/24/1996,1/3/1996,5/22/1997,NONE,RAIL,line comment 2713,100.99
1047,184,5,6,2,24326.75,0.05,0.04,R,F,1/17/1997,10/23/1994,8/29/1993,DELIVER IN PERSON,FOB,line comment 2714,100.99
347,1,2,7,7,80266.95,0,0.02,R,F,5/25/1995,3/7/1994,11/10/1998,DELIVER IN PERSON,TRUCK,line comment 2715,100.99
67,117,6,1,48,2546.4,0.01,0.06,N,O,11/30/1996,5/16/1997,3/6/1998,TAKE BACK RETURN,REG AIR,line comment 2716,100.99
802,166,3,2,23,84391.12,0.05,0.06,A,O,1/21/1994,10/12/1998,3/8/1996,COLLECT COD,REG AIR,line comment 2717,100.99
338,3,3,3,39,71015.99,0.06,0.06,N,F,8/7/1998,6/15/1998,11/26/1993,DELIVER IN PERSON,AIR,line comment 2718,100.99
1000,97,5,4,15,40798.34,0.06,0.02,N,F,3/10/1996,4/8/1996,8/8/1994,TAKE BACK RETURN,RAIL,line comment 2719,100.99
447,17,5,5,44,95260.76,0.1,0.04,R,F,10/12/1996,12/25/1996,3/4/1993,DELIVER IN PERSON,RAIL,line comment 2720,100.99
625,121,4,6,10,66256.87,0,0.06,R,F,12/4/1996,11/8/1995,7/8/1994,TAKE BACK RETURN,REG AIR,line comment 2721,100.99
78,157,1,7,9,62653.99,0.04,0.06,A,O,1/16/1994,12/6/1995,8/17/1996,DELIVER IN PERSON,REG AIR,line comment 2722,100.99
85,39,4,1,34,13014.31,0.08,0.04,R,O,12/16/1997,12/6/1997,4/25/1996,DELIVER IN PERSON,TRUCK,line comment 2723,100.99
744,44,6,2,4,82511.86,0,0.02,R,O,12/12/1994,11/25/1993,2/10/1995,NONE,REG AIR,line comment 2724,100.99
1180,89,5,3,6,47733.61,0.02,0.02,N,F,4/26/1993,2/24/1997,12/26/1995,DELIVER IN PERSON,RAIL,line comment 2725,100.99
719,198,9,4,25,26634.08,0.1,0.08,R,O,5/29/1993,4/11/1994,12/31/1997,COLLECT COD,FOB,line comment 2726,100.99
54,195,9,5,14,22884.39,0.08,0.08,N,F,2/28/1994,12/20/1996,11/13/1997,DELIVER IN PERSON,MAIL,line comment 2727,100.99
569,185,7,6,4,82208.95,0.08,0.04,R,F,5/2/1997,11/30/1995,3/14/1998,NONE,TRUCK,line comment 2728,100.99
723,15,2,7,11,35329.51,0,0.08,A,F,12/8/1995,10/13/1995,9/28/1994,NONE,TRUCK,line comment 2729,100.99
246,3,3,1,1,92529.56,0.02,0.08,A,F,11/5/1997,10/3/1996,3/15/1994,NONE,MAIL,line comment 2730,100.99
289,3,4,2,34,71256.97,0.02,0.04,N,F,9/28/1996,10/13/1996,4/28/1994,DELIVER IN PERSON,AIR,line comment 2731,100.99
1086,53,10,3,37,83271.77,0,0.04,N,F,1/31/1995,3/9/1995,3/3/1993,TAKE BACK RETURN,TRUCK,line comment 2732,100.99
1152,135,5,4,15,93458.68,0.04,0,N,O,7/19/1995,10/31/1997,4/29/1998,TAKE BACK RETURN,AIR,line comment 2733,100.99
36,85,1,5,26,62546.58,0.01,0.08,R,O,5/19/1994,2/20/1998,5/24/1993,NONE,TRUCK,line comment 2734,100.99
51,112,10,6,19,101990.43,0.05,0.04,N,F,2/11/1996,10/10/1995,9/20/1998,TAKE BACK RETURN,AIR,line comment 2735,100.99
1417,163,6,7,28,49889.27,0.05,0.02,A,F,4/22/1994,8/20/1997,7/22/1998,TAKE BACK RETURN,FOB,line comment 2736,100.99
1154,97,3,1,21,63274.2,0.1,0.08,A,F,11/1/1994,7/18/1995,11/4/1994,TAKE BACK RETURN,MAIL,line comment 2737,100.99
391,174,10,2,11,101130.3,0.04,0.06,N,O,6/25/1993,8/30/1996,8/3/1997,TAKE BACK RETURN,AIR,line comment 2738,100.99
1404,60,5,3,21,71990.82,0.01,0.04,N,O,9/15/1993,1/11/1998,6/15/1997,COLLECT COD,MAIL,line comment 2739,100.99
1313,163,7,4,37,82076.92,0.1,0.06,N,F,12/18/1993,12/22/1993,2/28/1994,TAKE BACK RETURN,AIR,line comment 2740,100.99
877,192,4,5,1,17562.82,0.05,0.02,R,F,9/1/1995,5/31/1995,3/10/1998,COLLECT COD,FOB,line comment 2741,100.99
395,74,2,6,3,7911.15,0.01,0.08,N,F,12/13/1995,5/27/1998,5/4/1994,TAKE BACK RETURN,REG AIR,line comment 2742,100.99
588,119,7,7,36,15767.6,0.01,0,N,O,3/22/1994,12/29/1997,4/20/1995,NONE,TRUCK,line comment 2743,100.99
248,72,6,1,35,50997.57,0.04,0.04,R,F,7/2/1996,6/4/1996,1/26/1998,COLLECT COD,RAIL,line comment 2744,100.99
670,152,3,2,42,11067.03,0.08,0.08,R,F,12/27/1998,8/6/1995,4/24/1998,DELIVER IN PERSON,RAIL,line comment 2745,100.99
93,32,5,3,35,91233.82,0.05,0.02,A,F,3/8/1995,4/26/1998,9/9/1998,DELIVER IN PERSON,TRUCK,line comment 2746,100.99
97,174,5,4,24,94750.35,0,0.08,N,O,12/9/1998,6/16/1994,2/27/1996,NONE,TRUCK,line comment 2747,100.99
958,53,5,5,46,20105.89,0.02,0.06,A,F,9/26/1993,5/20/1993,2/17/1998,COLLECT COD,AIR,line comment 2748,100.99
1413,24,9,6,28,87729.6,0.01,0.04,N,O,3/11/1995,1/24/1998,7/2/1994,COLLECT COD,FOB,line comment 2749,100.99
14,167,4,7,48,21858.02,0,0.04,N,O,10/22/1996,2/10/1996,4/4/1994,DELIVER IN PERSON,TRUCK,line comment 2750,100.99
1486,123,4,1,19,51893.16,0.05,0.08,A,F,1/28/1995,1/28/1994,4/14/1995,COLLECT COD,REG AIR,line comment 2751,100.99
1144,20,6,2,31,68425.89,0.02,0.06,R,O,2/27/1994,1/30/1995,2/4/1997,COLLECT COD,RAIL,line comment 2752,100.99
836,14,4,3,12,10095.17,0.08,0.06,N,F,9/17/1993,10/25/1993,4/24/1998,TAKE BACK RETURN,TRUCK,line comment 2753,100.99
967,41,7,4,1,16979.94,0.1,0.04,A,F,2/28/1993,12/14/1998,9/16/1998,DELIVER IN PERSON,RAIL,line comment 2754,100.99
855,124,9,5,22,73197.52,0.04,0.08,N,O,12/27/1993,12/16/1998,9/23/1998,COLLECT COD,TRUCK,line comment 2755,100.99
119,199,9,6,40,66836.84,0.06,0.08,N,O,7/4/1995,1/10/1998,10/19/1998,DELIVER IN PERSON,SHIP,line comment 2756,100.99
502,199,7,7,28,60434.59,0.04,0.08,A,O,7/21/1996,9/23/1995,12/16/1994,DELIVER IN PERSON,TRUCK,line comment 2757,100.99
698,111,3,1,11,66694.91,0.08,0,N,O,12/17/1993,5/12/1997,8/4/1998,DELIVER IN PERSON,RAIL,line comment 2758,100.99
174,71,2,2,44,60833.18,0.08,0.06,N,O,6/3/1993,11/12/1995,4/22/1996,TAKE BACK RETURN,RAIL,line comment 2759,100.99
584,141,8,3,11,4765.28,0.04,0.06,R,F,6/9/1994,7/8/1997,2/1/1995,COLLECT COD,AIR,line comment 2760,100.99
454,34,8,4,29,57559.22,0.08,0,R,F,5/19/1998,4/14/1993,8/31/1997,COLLECT COD,FOB,line comment 2761,100.99
1142,146,10,5,42,72339.11,0.01,0.02,N,F,7/28/1997,1/13/1997,4/28/1998,NONE,RAIL,line comment 2762,100.99
829,182,4,6,45,43860.65,0.05,0.02,A,O,8/28/1997,5/3/1998,3/2/1997,TAKE BACK RETURN,AIR,line comment 2763,100.99
702,124,8,7,6,95189.42,0.05,0.04,R,F,6/26/1995,11/19/1998,1/23/1997,COLLECT COD,REG AIR,line comment 2764,100.99
848,19,9,1,40,29677.62,0.06,0.08,A,O,8/16/1995,12/7/1997,4/9/1996,NONE,FOB,line comment 2765,100.99
77,73,3,2,37,94958.29,0.04,0.08,R,F,3/26/1997,8/21/1996,1/18/1993,COLLECT COD,SHIP,line comment 2766,100.99
982,133,3,3,25,52564.14,0,0.02,A,F,5/9/1994,10/21/1993,6/19/1997,DELIVER IN PERSON,REG AIR,line comment 2767,100.99
332,151,5,4,1,101051.69,0.1,0.06,N,O,5/4/1995,9/12/1998,5/7/1993,NONE,MAIL,line comment 2768,100.99
1050,188,7,5,32,27480.75,0.02,0.06,R,F,2/9/1993,5/8/1994,3/4/1993,TAKE BACK RETURN,AIR,line comment 2769,100.99
1486,192,9,6,7,64861.49,0.1,0,N,O,7/25/1998,11/24/1993,8/21/1995,COLLECT COD,FOB,line comment 2770,100.99
372,92,1,7,20,4258.59,0.1,0.04,N,F,4/6/1996,3/10/1997,1/11/1998,NONE,SHIP,line comment 2771,100.99
1138,19,1,1,21,50300.69,0.08,0.02,A,F,9/1/1994,1/14/1993,10/28/1996,TAKE BACK RETURN,RAIL,line comment 2772,100.99
1469,161,5,2,22,103985.69,0.1,0.02,N,O,11/14/1998,7/16/1997,1/28/1993,DELIVER IN PERSON,REG AIR,line comment 2773,100.99
1352,88,4,3,28,97469.63,0.01,0.06,N,F,10/1/1993,3/31/1997,7/21/1997,DELIVER IN PERSON,AIR,line comment 2774,100.99
1231,119,10,4,45,18018.7,0.05,0.04,N,O,3/23/1997,4/16/1996,5/23/1995,COLLECT COD,AIR,line comment 2775,100.99
673,118,6,5,45,94137.79,0.08,0.08,R,F,1/24/1998,5/30/1997,3/10/1993,TAKE BACK RETURN,FOB,line comment 2776,100.99
764,50,4,6,13,28818.89,0.02,0.06,A,O,3/29/1993,6/24/1996,11/18/1997,TAKE BACK RETURN,TRUCK,line comment 2777,100.99
656,133,9,7,47,6121.13,0.01,0.08,N,F,3/25/1998,3/19/1994,3/30/1996,DELIVER IN PERSON,MAIL,line comment 2778,100.99
533,86,2,1,27,102986.42,0.05,0.08,N,F,12/28/1997,5/11/1994,9/15/1995,TAKE BACK RETURN,FOB,line comment 2779,100.99
46,154,5,2,4,91001.48,0.02,0.08,R,O,5/4/1995,10/15/1993,10/31/1994,DELIVER IN PERSON,AIR,line comment 2780,100.99
1243,157,10,3,13,29480.24,0.06,0.04,N,O,12/6/1997,5/2/1998,1/30/1995,NONE,TRUCK,line comment 2781,100.99
118,98,4,4,25,82229.83,0.1,0.02,R,F,10/20/1995,1/4/1998,11/29/1998,COLLECT COD,TRUCK,line comment 2782,100.99
584,26,4,5,45,8568.6,0.06,0,R,F,8/4/1993,2/9/1998,6/3/1998,TAKE BACK RETURN,TRUCK,line comment 2783,100.99
556,154,7,6,39,38490.26,0.04,0.02,R,O,6/28/1994,4/1/1998,11/22/1993,TAKE BACK RETURN,TRUCK,line comment 2784,100.99
271,8,10,7,21,35073.75,0.1,0.08,R,F,4/30/1994,12/18/1995,4/8/1993,COLLECT COD,FOB,line comment 2785,100.99
1147,189,9,1,46,65887.5,0.05,0.04,N,F,4/14/1995,1/5/1998,7/12/1997,NONE,RAIL,line comment 2786,100.99
1119,134,7,2,16,71143.22,0.08,0.06,A,F,1/10/1996,2/3/1993,10/29/1998,TAKE BACK RETURN,FOB,line comment 2787,100.99
1105,178,4,3,28,25033.89,0.01,0.04,R,O,5/16/1994,3/14/1996,8/5/1993,NONE,AIR,line comment 2788,100.99
110,116,3,4,19,27995.87,0.05,0.02,R,F,2/20/1998,1/22/1996,11/8/1996,COLLECT COD,TRUCK,line comment 2789,100.99
518,118,3,5,36,43764.94,0,0.08,A,F,9/30/1996,2/10/1996,8/13/1993,TAKE BACK RETURN,SHIP,line comment 2790,100.99
518,98,1,6,6,91640.33,0.04,0.08,N,F,5/23/1994,11/21/1994,5/7/1993,COLLECT COD,SHIP,line comment 2791,100.99
1096,127,8,7,27,55338.38,0.01,0,R,O,3/5/1997,4/8/1998,1/7/1997,DELIVER IN PERSON,RAIL,line comment 2792,100.99
661,101,8,1,13,60803.6,0.04,0.08,A,F,12/12/1994,6/1/1996,6/4/1997,COLLECT COD,RAIL,line comment 2793,100.99
826,47,7,2,49,103121.17,0.1,0,R,F,10/26/1998,12/1/1998,8/12/1997,DELIVER IN PERSON,TRUCK,line comment 2794,100.99
245,62,1,3,15,83674.98,0.08,0.02,N,O,12/28/1998,8/7/1997,6/16/1994,NONE,REG AIR,line comment 2795,100.99
825,102,6,4,40,54559.95,0.05,0,R,F,11/2/1995,1/28/1998,5/5/1993,NONE,MAIL,line comment 2796,100.99
589,27,3,5,26,31796.93,0.04,0.04,N,F,10/10/1996,4/7/1997,11/29/1994,DELIVER IN PERSON,FOB,line comment 2797,100.99
1262,64,5,6,42,4167.62,0.01,0.02,A,O,12/16/1998,12/22/1998,2/7/1993,DELIVER IN PERSON,AIR,line comment 2798,100.99
790,83,1,7,44,62208.46,0,0.04,R,F,10/6/1995,6/24/1997,11/19/1998,TAKE BACK RETURN,FOB,line comment 2799,100.99
448,49,2,1,27,63191.45,0,0,R,O,11/25/1994,5/15/1996,3/1/1993,NONE,RAIL,line comment 2800,100.99
1424,38,8,2,21,67207.35,0.06,0.08,R,F,12/30/1995,1/17/1994,12/16/1994,TAKE BACK RETURN,TRUCK,line comment 2801,100.99
490,85,7,3,47,100252.07,0.04,0.02,A,F,7/16/1995,9/26/1994,3/23/1993,DELIVER IN PERSON,FOB,line comment 2802,100.99
775,22,7,4,18,27588.58,0.06,0.06,A,O,6/1/1997,1/30/1997,8/6/1993,TAKE BACK RETURN,SHIP,line comment 2803,100.99
130,163,8,5,5,2345.23,0.01,0.08,N,O,6/11/1996,7/29/1997,2/18/1997,COLLECT COD,MAIL,line comment 2804,100.99
577,110,2,6,17,66923.65,0.08,0.04,N,O,1/22/1997,6/22/1995,2/23/1996,TAKE BACK RETURN,TRUCK,line comment 2805,100.99
156,155,9,7,44,18955.16,0.05,0.04,A,O,8/1/1993,9/21/1998,4/15/1994,NONE,REG AIR,line comment 2806,100.99
369,88,7,1,14,86986.26,0.04,0.04,N,F,12/10/1995,1/10/1993,7/27/1998,DELIVER IN PERSON,AIR,line comment 2807,100.99
150,63,5,2,49,26710.6,0.05,0.06,N,F,9/26/1996,1/25/1996,12/28/1993,NONE,RAIL,line comment 2808,100.99
709,172,6,3,24,73610.42,0.02,0.04,R,F,8/1/1993,12/10/1996,11/16/1993,COLLECT COD,RAIL,line comment 2809,100.99
1279,185,6,4,26,65080.34,0.08,0,A,F,1/28/1994,6/15/1995,12/6/1997,COLLECT COD,SHIP,line comment 2810,100.99
1096,70,7,5,16,83169.59,0.04,0,R,O,7/16/1996,10/23/1995,1/17/1996,COLLECT COD,FOB,line comment 2811,100.99
1197,43,4,6,2,72481.76,0.05,0,N,F,9/8/1993,7/15/1993,4/19/1998,TAKE BACK RETURN,MAIL,line comment 2812,100.99
78,62,5,7,1,92517.67,0.06,0.02,A,O,4/21/1993,2/2/1995,10/14/1994,TAKE BACK RETURN,MAIL,line comment 2813,100.99
1485,98,3,1,2,93879.74,0.06,0.04,A,F,11/19/1996,8/2/1998,3/2/1997,TAKE BACK RETURN,AIR,line comment 2814,100.99
470,153,4,2,23,77193.13,0.1,0.08,A,F,6/19/1995,5/1/1995,10/21/1993,DELIVER IN PERSON,FOB,line comment 2815,100.99
1087,48,9,3,44,37432.32,0.06,0.06,N,F,12/7/1997,5/30/1998,1/8/1995,COLLECT COD,FOB,line comment 2816,100.99
741,162,10,4,29,54842.88,0,0,A,F,11/6/1997,7/14/1997,3/14/1993,TAKE BACK RETURN,AIR,line comment 2817,100.99
1391,192,7,5,19,36430.22,0.08,0.02,A,F,8/1/1996,1/15/1993,5/7/1995,COLLECT COD,TRUCK,line comment 2818,100.99
926,85,1,6,7,98633.51,0.1,0.04,A,O,11/2/1998,6/26/1994,5/22/1993,TAKE BACK RETURN,SHIP,line comment 2819,100.99
1199,13,8,7,43,95196.31,0,0.04,R,O,6/28/1997,3/27/1993,6/22/1997,NONE,FOB,line comment 2820,100.99
85,39,5,1,17,50845.09,0.1,0.02,A,F,11/19/1994,1/7/1996,2/23/1993,TAKE BACK RETURN,MAIL,line comment 2821,100.99
248,18,3,2,41,11434.2,0.1,0,N,O,1/2/1993,6/17/1997,6/24/1998,COLLECT COD,FOB,line comment 2822,100.99
257,111,2,3,44,101869.85,0.01,0.06,A,F,11/1/1995,8/28/1997,9/18/1997,NONE,TRUCK,line comment 2823,100.99
710,47,8,4,5,104014.71,0.1,0.08,R,F,6/20/1995,2/10/1997,7/8/1994,DELIVER IN PERSON,FOB,line comment 2824,100.99
155,189,7,5,16,11970.59,0.04,0,N,O,1/22/1993,1/2/1995,1/7/1994,NONE,MAIL,line comment 2825,100.99
143,190,7,6,37,98175.96,0,0.06,R,F,4/24/1996,5/14/1995,6/4/1993,TAKE BACK RETURN,RAIL,line comment 2826,100.99
1006,36,4,7,19,16337.62,0.04,0,N,F,6/18/1997,4/14/1997,10/30/1995,NONE,TRUCK,line comment 2827,100.99
881,117,4,1,8,4868.13,0,0.06,R,F,9/9/1993,12/5/1998,12/18/1998,COLLECT COD,RAIL,line comment 2828,100.99
941,42,10,2,17,13619.99,0.01,0,N,F,9/3/1993,4/13/1998,12/24/1998,DELIVER IN PERSON,REG AIR,line comment 2829,100.99
801,70,8,3,7,69084.21,0.1,0,A,F,11/13/1996,9/17/1996,2/26/1997,TAKE BACK RETURN,AIR,line comment 2830,100.99
817,161,8,4,24,47708.02,0,0.02,A,F,7/11/1995,2/19/1996,6/27/1998,DELIVER IN PERSON,AIR,line comment 2831,100.99
579,139,7,5,2,86048.25,0.04,0.06,R,O,12/8/1998,6/9/1995,6/26/1993,DELIVER IN PERSON,SHIP,line comment 2832,100.99
51,68,10,6,21,88240.51,0.04,0.04,A,O,5/19/1995,4/17/1993,3/12/1998,DELIVER IN PERSON,RAIL,line comment 2833,100.99
537,115,6,7,2,16914.83,0.1,0.04,N,F,10/14/1996,4/5/1996,1/2/1994,TAKE BACK RETURN,MAIL,line comment 2834,100.99
289,163,4,1,34,15415.15,0.01,0,N,O,4/14/1998,11/30/1996,9/8/1998,COLLECT COD,RAIL,line comment 2835,100.99
1404,64,1,2,31,84296.87,0.02,0.06,A,O,7/12/1995,11/24/1995,2/23/1993,TAKE BACK RETURN,REG AIR,line comment 2836,100.99
620,78,4,3,6,12066.05,0.06,0.08,N,F,3/26/1993,7/28/1996,3/18/1998,TAKE BACK RETURN,MAIL,line comment 2837,100.99
1058,28,1,4,6,11297.05,0.1,0,A,O,7/16/1997,2/3/1998,8/30/1997,TAKE BACK RETURN,MAIL,line comment 2838,100.99
992,52,8,5,24,14290.76,0.06,0.02,N,O,9/10/1997,2/21/1993,1/26/1998,DELIVER IN PERSON,TRUCK,line comment 2839,100.99
630,26,5,6,35,43602.16,0.08,0.04,R,O,9/13/1997,12/4/1996,6/27/1996,TAKE BACK RETURN,FOB,line comment 2840,100.99
703,45,6,7,37,35827.85,0.1,0.04,R,F,1/31/1995,4/5/1997,7/6/1998,TAKE BACK RETURN,AIR,line comment 2841,100.99
1284,99,1,1,49,23905.5,0.06,0,N,O,5/9/1997,10/18/1995,5/22/1998,DELIVER IN PERSON,RAIL,line comment 2842,100.99
1460,166,1,2,17,71274.56,0,0.08,A,F,12/16/1996,11/11/1993,12/9/1996,DELIVER IN PERSON,FOB,line comment 2843,100.99
119,167,5,3,40,99329.35,0.04,0.02,R,F,7/5/1995,9/11/1994,10/11/1996,TAKE BACK RETURN,RAIL,line comment 2844,100.99
1035,199,5,4,45,10416.92,0.06,0.02,N,F,8/1/1995,5/30/1994,3/12/1993,TAKE BACK RETURN,MAIL,line comment 2845,100.99
815,14,4,5,36,77388.23,0.01,0.04,N,O,8/1/1997,12/10/1996,12/10/1993,COLLECT COD,SHIP,line comment 2846,100.99
